date,tavg,tmin,tmax,prcp,snow,wdir,wspd,wpgt,pres,tsun
2022-12-20,1.1,-1,3.9,0,,315,9.6,,1029.1,
2022-12-21,1.1,-2.2,4.4,0,,349,3.2,,1032,
2022-12-22,4.7,1.7,7.8,15.3,,58,14.6,,1024.2,
2022-12-23,2.4,-13,14,19.2,,213,18,,993.5,
2022-12-24,-11.5,-14,-7.5,0,,251,18.8,,1009.4,
2022-12-25,-6.1,-10,-2.8,0,,252,13.9,,1013.9,
2022-12-26,-4.3,-7.8,-1.7,0,,265,11.8,,1022.8,
2022-12-27,-0.4,-3.1,1.7,0,,263,9.7,,1025.2,
2022-12-28,4.4,0.4,8.3,0,,233,9.6,,1026.1,
2022-12-29,7.7,5,10,0,,235,10.2,,1025.7,
2022-12-30,11.4,8.9,16.7,0,,265,6.1,,1024.6,
2022-12-31,11.4,10,13,7.4,,289,6.3,,1015.5,
2023-01-01,10.8,5.3,12,0.4,,280,9.5,,1013.2,
2023-01-02,11.4,9.4,13.3,0.5,,265,6.8,,1019.7,
2023-01-03,11.2,8,14,9.6,,159,8,,1014.6,
2023-01-04,14.5,9.4,19,9.9,,208,8.9,,1010.6,
2023-01-05,8.7,7,10,0.4,,54,8.1,,1014.1,
2023-01-06,6.8,3.9,8.9,7.5,,317,8.8,,1016,
2023-01-07,4.7,2.8,7,0,,282,10.8,,1021,
2023-01-08,2.9,0.6,5,0,,291,8,,1024.3,
2023-01-09,4.3,2.8,6.7,0.8,,283,8.3,,1014.1,
2023-01-10,4.2,3.3,5,0,,304,8,,1017.1,
2023-01-11,3,1.7,4,0,,67,10.8,,1023.6,
2023-01-12,7.4,3,12,7.2,,92,7.6,,1017.2,
2023-01-13,9.2,3,13.3,6.5,,250,12.7,,1002.7,
2023-01-14,1.1,-1,2.8,0,,2,16.4,,1010.2,
2023-01-15,1.3,-1.1,5,0,,352,16.1,,1015.9,
2023-01-16,2.6,-2,8.9,0,,313,12.8,,1012.1,
2023-01-17,5.5,-1.9,8.3,1,,272,6.7,,1006.1,
2023-01-18,8.7,6.7,11.1,0.8,,277,12.4,,1009.4,
2023-01-19,5.3,4,6.7,20.4,,29,8.1,,1012.1,
2023-01-20,6.7,4.4,9.4,0,,285,10.8,,1005.8,
2023-01-21,3.6,2.8,5,0,,317,9,,1020.2,
2023-01-22,3.6,2,6,5.2,,104,8.2,,1018.7,
2023-01-23,2.9,2,4,9.7,,327,12.5,,1004.7,
2023-01-24,4.3,2,7.2,0,,271,11.8,,1020.5,
2023-01-25,4.8,2,12,20.5,,68,9.8,,1019.1,
2023-01-26,7.6,5,13,5.6,,260,14.6,,1003.9,
2023-01-27,3.5,2,5,0,,252,9.6,,1018.9,
2023-01-28,7.4,3,11,0,,230,12.3,,1024.1,
2023-01-29,9.1,5.6,12,0,,218,9.8,,1023,
2023-01-30,9.2,6.7,12.2,0,,277,5.7,,1020.1,
2023-01-31,2.9,-0.6,9.4,2,,343,8.8,,1021.9,
2023-02-01,-0.2,-3,3,1.6,,335,8.7,,1024.3,
2023-02-02,1.3,-2,4,0,,245,9.8,,1019,
2023-02-03,-5.4,-12.1,1.1,0,,298,29,,1017.1,
2023-02-04,-9.4,-16,-2.8,0,,265,14.1,,1033.9,
2023-02-05,3.8,-2,9,0,,223,12.4,,1021.7,
2023-02-06,6.2,1,11.1,0,,353,9.9,,1017.4,
2023-02-07,2.6,-1.1,6,4.7,,101,8.2,,1025,
2023-02-08,8,4,11.7,0,,285,9.8,,1022.4,
2023-02-09,9.3,6,12.8,0,,124,6.8,,1020.4,
2023-02-10,12.5,7.2,15.6,0,,272,13.9,,1012.2,
2023-02-11,4.9,2.8,7.2,0,,308,9.8,,1023.7,
2023-02-12,6.1,3.9,8.9,1,,12,7.2,,1017.1,
2023-02-13,9.1,5,13.9,0,,317,12.1,,1003,
2023-02-14,8.9,5,12.2,0,,286,9.1,,1016.7,
2023-02-15,13.7,8.9,19,0.8,,207,11.2,,1016.6,
2023-02-16,15.9,13,20.6,1,,251,6.9,,1014.5,
2023-02-17,9.9,0,16,8,,262,12.4,,1006.1,
2023-02-18,1.9,-3,6,0,,265,14.5,,1025.6,
2023-02-19,6.4,3,9.4,0,,199,12.1,,1023.3,
2023-02-20,11.3,8.3,16.1,0.1,,269,12.6,,1006.5,
2023-02-21,5.7,2.8,8.9,7.7,,13,8.8,,1005.2,
2023-02-22,4.1,2.8,6,2.5,,353,9.3,,1018.3,
2023-02-23,4.3,3,6.7,0.8,,61,11.9,,1013.1,
2023-02-24,3.7,-3.9,7,0,,314,15.1,,1023.7,
2023-02-25,-2.3,-5,1,0.3,,352,7.5,,1028.4,
2023-02-26,3.5,-1.1,10,0,,255,9,,1012.7,
2023-02-27,3.1,0.6,6.7,3.8,,49,9.5,,1013,
2023-02-28,1.5,-0.5,3,10.8,,16,11.1,,1008.6,
2023-03-01,4.2,1.1,7,2.6,,113,10.3,,1018.5,
2023-03-02,7.1,4,12.2,2.4,,342,9.7,,1007.2,
2023-03-03,4.9,2.8,8,3,,45,9.7,,1014.8,
2023-03-04,5.3,3.9,7,37.3,,353,12.7,,1003.3,
2023-03-05,7,3,11.1,0,,297,12.9,,1019.7,
2023-03-06,7.7,4,11,0,,304,8.8,,1018,
2023-03-07,3.8,0.6,8,3.4,,318,16.5,,1011.4,
2023-03-08,3.4,-1,8.9,0,,331,15.5,,1020.5,
2023-03-09,5,1,11,0,,350,12.6,,1021.5,
2023-03-10,4.8,1.7,7.2,6.3,,56,7.6,,1014.1,
2023-03-11,4.3,1.7,6.7,9.3,,14,12.9,,1008.5,
2023-03-12,,,,,,,,,,
2023-03-13,5,3.9,7,13.3,,69,11.5,,1011.7,
2023-03-14,1.9,1,3.3,10.8,,283,17.3,,1001.1,
2023-03-15,3.3,0.5,7,0,,302,23.9,,1009.5,
2023-03-16,6.9,-0.9,14.4,0,,283,12.3,,1015.9,
2023-03-17,12.2,8.9,15,0.1,,216,7.8,,1006.3,
2023-03-18,8.9,6,13.3,2,,284,11,,1005.9,
2023-03-19,1.7,-1.1,5,0,,278,15.8,,1016.2,
2023-03-20,5.2,-0.6,10.6,0,,240,11.3,,1024.7,
2023-03-21,11.1,5,17.2,0,,249,9.6,,1027.2,
2023-03-22,11.5,8.9,16,0,,217,10.1,,1026.3,
2023-03-23,12.1,8.9,15.6,4,,282,8.2,,1013.4,
2023-03-24,9.7,6.7,13.3,0,,331,9.1,,1014.5,
2023-03-25,6.6,5.6,8.3,6.7,,75,13.7,,1013.8,
2023-03-26,11.7,6.7,17,0,,278,9.7,,1012.1,
2023-03-27,10.4,6.7,16.1,4.5,,54,10.9,,1016,
2023-03-28,8.2,5.6,10.6,0,,2,7.2,,1018.3,
2023-03-29,7.6,2.1,12,0.4,,274,10.3,,1019.6,
2023-03-30,3.7,-1,7.2,0.2,,303,12.6,,1024.7,
2023-03-31,8.2,3.9,12,0,,222,10.1,,1022.4,
2023-04-01,15.7,11.1,22,7.8,,242,10.2,,1000,
2023-04-02,7.8,4.4,10.6,0,,304,15.8,,1012,
2023-04-03,9.4,3.9,14.4,0,,141,10,,1019,
2023-04-04,15.7,8.9,22.2,0,,23,5.6,,1016.9,
2023-04-05,10.1,8,13.9,0,,68,13.1,,1023,
